budget,genres,id,imdb_id,title,production_companies,production_countries,release_date,revenue,runtime,spoken_languages
4000000,"Crime, Drama",34898,tt0425094,Heavens Fall,,US,2006-07-20,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
190000,"Comedy, Horror",13561,tt0878695,Murder Party,{The Lab Of Madness},US,2007-01-01,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,13168,tt0780608,Smiley Face,"{Desperate Pictures}, {Anonymous Content}, {ApolloProMovie & Co. 3. Filmproduktion}","DE, US",2007-01-21,8768,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
18000000,"Science Fiction, Horror, Thriller",5876,tt0884328,The Mist,"{Darkwoods Productions}, {Dimension Films}",US,2007-11-21,57096190,126,"[{'iso_639_1': 'en', 'name': 'English'}]"
85000000,"Comedy, Family, Fantasy, Romance",4523,tt0461770,Enchanted,"{Walt Disney Pictures}, {Josephson Entertainment}, {Andalasia Productions}, {Right Coast Productions}",US,2007-11-20,340487652,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
24000000,"Action, Crime, Drama, Thriller",1620,tt0465494,Hitman,"{Twentieth Century Fox Film Corporation}, {Dune Entertainment}, {Anka Film}, {EuropaCorp}, {Daybreak Productions}, {Prime Universe Productions}","FR, US",2007-11-21,99965753,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]"
13000000,"Comedy, Drama",15250,tt0937375,This Christmas,{Screen Gems},US,2007-11-27,0,117,"[{'iso_639_1': 'en', 'name': 'English'}]"
8000000,"Horror, Thriller",13474,tt0804516,P2,{Summit Entertainment},US,2007-11-09,7766240,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
86000000,"Thriller, Crime, Mystery",13483,tt0211933,Awake,"{The Weinstein Company}, {Open City Films}, {GreeneStreet Films}",US,2007-11-28,14373825,84,"[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]"
180000000,"Adventure, Fantasy",2268,tt0385752,The Golden Compass,"{New Line Cinema}, {Ingenious Film Partners}, {Depth of Field}, {Scholastic Productions}","GB, US",2007-12-04,372234864,113,"[{'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
150000000,"Drama, Horror, Action, Thriller, Science Fiction",6479,tt0480249,I Am Legend,"{Village Roadshow Pictures}, {Original Film}, {Weed Road Pictures}, {Warner Bros.}, {Heyday Films}, {Overbrook Entertainment}",US,2007-12-14,585349010,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Comedy, Drama",13998,tt0757361,Margot at the Wedding,{Scott Rudin Productions},US,2007-08-31,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Drama, Music",3902,tt0368794,I'm Not There.,"{Endgame Entertainment}, {Rising Star}, {Killer Films}, {John Wells Productions}, {Dreamachine}, {Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)}, {Grey Water Park Productions}, {John Goldwyn Productions}, {Wells Productions}",US,2007-10-01,4001121,135,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,8272,tt0775529,The Savages,"{Fox Searchlight Pictures}, {Ad Hominem Enterprises}, {This Is That Productions}, {Lone Star Film Group}, {Savage Productions}",US,2007-01-19,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
4000000,"Horror, Thriller",13186,tt0804555,Wrong Turn 2: Dead End,"{Twentieth Century Fox Film Corporation}, {Summit Entertainment}, {Constantin Film.}","CA, US",2007-08-25,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
7500000,"Comedy, Drama, Romance",7326,tt0467406,Juno,"{Fox Searchlight Pictures}, {Mandate Pictures}",US,2007-12-05,231411584,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy, Romance",24123,tt0413879,Cake,"{New Real Films}, {First Look International}, {Cake Productions Inc.}",US,2005-05-12,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
9000000,"Horror, Science Fiction",28522,tt0411269,Day of the Dead 2: Contagium,{Taurus Entertainment Company},US,2005-08-10,0,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
7800000,Drama,25460,tt0396190,Return to Sender,"{Audley Films LLP}, {Moviefan Scandinavia A/S}, {Number 9 Films}","DK, GB, US",2004-09-17,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,13076,tt0758784,Starting Out in the Evening,,US,2007-01-01,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]"
5000000,"Drama, War",11600,tt0937237,Redacted,"{HDNet Films}, {The Film Farm}",US,2007-01-01,782102,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,Drama,64942,tt0425236,Mary,"{Wild Bunch}, {Central Films}, {Associated Film}, {De Nigris Productions}, {Surreel}","IT, US, FR",2005-11-18,0,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
45000000,"Drama, Comedy",7350,tt0825232,The Bucket List,"{Two Ton Films}, {Zadan / Meron Productions}, {Reiner / Greisman Productions}",US,2007-12-25,175372502,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,Drama,7979,tt0419887,The Kite Runner,"{DreamWorks SKG}, {MacDonald/Parkes Productions}, {Sidney Kimmel Entertainment}, {Neal Street Productions}, {China Film Co-Production Corporation}, {Wonderland Films}, {Participant Media}, {Ebeling Group}, {Beijing Happy Pictures Cultural Communications Co.}, {Kite Runner Holdings}","CN, US",2007-10-14,73276047,128,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'ps', 'name': 'پښتو'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'ur', 'name': 'اردو'}]"
0,"Horror, Thriller",12171,tt0810823,The Deaths of Ian Stone,"{Stan Winston Productions}, {Odyssey Entertainment}, {Isle of Man Film Commission}, {SWFX}","US, GB",2007-12-05,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,,157373,tt0439511,Commune,,US,2005-04-07,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Crime, Drama, Thriller",13250,tt0489664,Butterfly on a Wheel,"{Icon Productions}, {Infinity Features Entertainment}, {Irish Dreamtime}, {Icon Entertainment International}, {Canadian Film or Video Production Tax Credit (CPTC)}, {Province of British Columbia Film Incentive BC}, {Butterfly Productions}, {Chum Television}","CA, GB, US",2007-07-27,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,9867,tt0479289,The Go-Getter,"{Et Cetera Films}, {Two Roads Entertainment}, {Fillmore}",US,2007-01-22,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Horror, Thriller",15495,tt0443527,The Hamiltons,"{San Francisco Independent Cinema}, {Industrial City Films}",US,2006-11-19,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama, Mystery, Thriller",14148,tt0473356,The Flock,"{Double Nickel Entertainment}, {Templar Films}, {Bauer Martinez Studios}, {Gibraltar Films}, {Lucky 50 Productions}",US,2007-08-04,0,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Fantasy, Romance",13198,tt0477139,Wristcutters: A Love Story,{No Matter Pictures},"GB, US",2006-01-24,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
8000000,"Drama, TV Movie",111744,tt0281938,Joe and Max,,"US, DE",2002-03-03,0,109,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
0,"Crime, Drama",36328,tt0759612,Longford,"{HBO Films}, {Granada Television}, {Channel 4 Television Corporation}","GB, US",2006-10-26,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",23817,tt0460721,The Big Bad Swim,{Four Act Films},US,2006-01-01,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Drama, Horror, Music",13885,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,"{Warner Bros.}, {DreamWorks Pictures}, {Tim Burton Productions}, {Zanuck Company, The}, {Parkes+MacDonald Image Nation}","GB, US",2007-12-20,152000000,116,"[{'iso_639_1': 'en', 'name': 'English'}]"
130000000,"Action, Adventure, Mystery, Thriller",6637,tt0465234,National Treasure: Book of Secrets,"{Walt Disney Pictures}, {Jerry Bruckheimer Films}, {Saturn Films}, {Junction Entertainment}, {Sparkler Entertainment}, {NT2 Productions}",US,2007-12-13,457363168,124,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
25000000,Drama,7345,tt0469494,There Will Be Blood,"{Miramax Films}, {Ghoulardi Film Company}, {Paramount Vantage}",US,2007-12-28,77208711,158,"[{'iso_639_1': 'en', 'name': 'English'}]"
75000000,"Comedy, Drama, History",6538,tt0472062,Charlie Wilson's War,"{Universal Pictures}, {Participant Productions}, {Playtone Production}",US,2007-12-19,119000410,102,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
40000000,"Fantasy, Action, Science Fiction, Thriller, Horror",440,tt0758730,Aliens vs Predator: Requiem,"{Twentieth Century Fox Film Corporation}, {Dune Entertainment}, {Davis Entertainment}, {Brandywine Productions}",US,2007-12-25,41797066,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,"Comedy, Music",6575,tt0841046,Walk Hard: The Dewey Cox Story,"{Columbia Pictures Corporation}, {Apatow Productions}",US,2007-12-21,18317151,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
8300000,Comedy,19213,tt0417056,Pledge This!,"{Paris Hilton Entertainment}, {Pledge This Holdings}",US,2006-12-01,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",19103,tt0450972,As You Like It,{Shakespeare Film Company},"GB, US",2006-01-01,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]"
15000000,Drama,14047,tt0427309,The Great Debaters,"{The Weinstein Company}, {Harpo Films}, {Marshall Production}",US,2007-12-27,30226144,126,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",14118,tt0490579,Dedication,,US,2007-01-22,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
40000000,"Fantasy, Adventure, Family",54318,tt0760329,The Water Horse,"{Revolution Studios}, {Ecosse Films}, {Beacon Pictures}, {Walden Media}","US, GB, AU",2007-12-25,103071443,112,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Science Fiction, Action, Drama, Thriller",69315,tt0991178,Battlestar Galactica: Razor,"{David Eick Productions}, {R&D TV}, {Universal Network Television}, {USA Cable Entertainment}",US,2007-12-18,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Drama, Romance",6023,tt0431308,P.S. I Love You,"{Wendy Finerman Productions}, {Alcon Entertainment}, {Grosvenor Park Productions}",US,2007-11-15,156835339,126,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance, Family",26990,tt0841032,The Perfect Holiday,"{Destination Films}, {Truenorth Productions}, {Capital Arts Entertainment}, {Yari Film Group}, {Flavor Unit Entertainment}",US,2007-12-12,5800000,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Comedy, Romance",6557,tt0988595,27 Dresses,"{Spyglass Entertainment}, {Fox 2000 Pictures}, {Dune Entertainment III}",US,2008-01-10,160259319,111,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama, Thriller",4787,tt0795493,Cassandra's Dream,"{Virtual Studios}, {Wild Bunch}, {Iberville Productions}","GB, US",2007-06-18,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",21847,tt0463850,10.5: Apocalypse,{Hallmark Entertainment},US,2006-03-18,0,169,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Romance",33358,tt0424287,The Mostly Unfabulous Social Life of Ethan Green,{Here Films},US,2005-04-29,152810,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",5259,tt1032856,The Band's Visit,"{Bleiberg Entertainment}, {Sophie Dulac Productions}","FR, IL, US",2007-05-19,0,83,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
0,"Drama, Foreign, Romance",47841,tt0492463,In Between Days,,"KR, US, CA",2007-06-27,0,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]"
5000000,"Drama, Crime, Thriller",14062,tt0259822,.45,"{Media Talent Group}, {Möbius Entertainment}",US,2006-11-30,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
60000000,"Adventure, Fantasy, Action, Drama",2312,tt0460780,In the Name of the King: A Dungeon Siege Tale,"{Boll Kino Beteiligungs GmbH & Co. KG}, {Brightlight Pictures}, {Herold Productions}","CA, DE, US",2007-11-29,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Action, Thriller, Science Fiction",7191,tt1060277,Cloverfield,"{Paramount Pictures}, {Bad Robot}",US,2008-01-15,170764026,85,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Comedy, Crime",12085,tt0951216,Mad Money,"{Millennium Films}, {verture Films}",US,2008-01-17,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
15000000,"Action, Thriller",24624,tt0345461,The Detonator,"{Castel Film Romania}, {Andrew Stevens Entertainment}, {Donald Kushner Entertainment}","US, RO",2006-04-25,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Drama, Thriller",4170,tt0399095,Trade,{Centropolis Film Productions},"DE, US",2007-01-23,0,120,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
25000000,"Crime, Thriller, Mystery",13252,tt0896798,Cleaner,"{Nu Image Films}, {Millennium Films}",US,2007-09-11,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Horror",11908,tt0422401,Hatchet,{ArieScope Pictures},US,2006-04-27,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Comedy, Romance",15017,tt0887719,Blonde Ambition,,US,2007-12-21,0,93,"[{'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'en', 'name': 'English'}]"
2600000,"Horror, Thriller",8875,tt0857295,Timber Falls,"{Ascendant Pictures}, {A-Mark Entertainment}, {Film Tiger}, {Rifkin-Eberts}",US,2007-12-07,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Romance, Comedy, Drama",10247,tt0760311,He Was a Quiet Man,"{Neo Art & Logic}, {Quiet Man Productions}",US,2007-11-23,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",15053,tt0837803,Sex and Breakfast,"{Brandman Productions}, {CinemaLab}",US,2007-11-29,0,81,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Horror, Mystery, Thriller",6933,tt0479968,One Missed Call,"{Intermedia Films}, {Alcon Entertainment}, {Kadokawa Pictures}, {Equity Pictures Medienfonds GmbH & Co. KG IV}","DE, JP, US",2008-01-04,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Comedy",14423,tt0486578,First Sunday,{Cube Vision},US,2008-01-11,38804615,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,Drama,8090,tt0880578,Untraceable,"{Lakeshore Entertainment}, {Cohen/Pearl Productions}, {Screen Gems}",US,2008-01-22,32483410,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Action, Thriller",7555,tt0462499,Rambo,"{Nu Image Films}, {Lionsgate}, {Millennium Films}, {Emmett/Furla Films}, {Equity Pictures Medienfonds GmbH & Co. KG IV}","DE, US",2008-01-24,113244290,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'my', 'name': ''}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
0,Drama,16988,tt0770810,How She Move,"{MTV Films}, {Téléfilm Canada}, {Celluloid Dreams}, {Astral Media}, {Canadian Film or Video Production Tax Credit (CPTC)}, {Corus Entertainment}, {Movie Central Network}, {Chum Television}, {Ontario Media Development Corporation (OMDC)}, {Movie Network, The (TMN)}, {Shaw Rocket Fund}, {Canadian Television Fund}, {Harold Greenberg Fund}, {Sienna Films}, {Ontario Film and Television Tax Credit (OFTTC)}, {Canada Television and Cable Production Fund License Program (CTCPF)}","CA, FR, US",2008-01-25,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,Comedy,7278,tt1073498,Meet the Spartans,"{Regency Enterprises}, {New Regency Pictures}",US,2008-01-24,84646831,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Drama, Horror, Thriller",9030,tt0406759,The Eye,"{Paramount Vantage}, {VN Productions}",US,2008-02-01,56309766,98,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,14220,tt0489282,Strange Wilderness,"{Paramount Pictures}, {Happy Madison Productions}, {Pelican Productions LLC}",US,2008-02-01,6575282,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,Comedy,13160,tt0785007,Over Her Dead Body,"{The Safran Company}, {Gold Circle Films}, {Dead Fiancée Productions}",US,2008-02-01,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000,"Action, Thriller, Horror, Science Fiction",13059,tt0780607,The Signal,,US,2007-02-22,249905,103,"[{'iso_639_1': 'en', 'name': 'English'}]"
